"intent_id","message"
1656909989,"สามารถตรวจสอบรายการสิ่งที่บ่งชี้ทางภูมิศาสตร์ที่ขึ...."
1656910014,"การเลียนเครื่องหมายการค้าของบุคคลอื่นที่ได้จด ทะเบ...."
1656910021,"ไม่สามารถจดลิขสิทธิ์ได้ เนื่องจากทฤษฎีทางวิทยาศาสต...."
1656910091,"ทำนองจัดอยู่ในลิขสิทธิ์ประเภท ผลงานดนตรี  สามารถจด...."
1656910193,"ผลงานเพลงจัดอยู่ในลิขสิทธิ์ประเภท ผลงานดนตรี  สามา...."
1656910284,"การนําเข้า จําหน่าย เสนอจําหน่ายหรือมีไว้เพื่อ จํา...."
1656910285,"รายการโทรทัศน์จัดอยู่ในลิขสิทธิ์ประเภท ศิลปกรรม สา...."
1656910431,"การคุ้มครองลิขสิทธิ์จะมีผลเกิดขึ้นโดยทันทีที่มีการ...."
1656910465,"การคุ้มครองลิขสิทธิ์จะมีผลเกิดขึ้นโดยทันทีที่มีการ...."
1656910654,"- การปลอมเครื่องหมายการค้าของบุคคลอื่นที่ได้จด ทะเ...."
1656910682,"สามารถดูรายละเอียดและตัวอย่างการกรอกแบบฟอร์มขึ้นทะ...."
1656910766,"https://www.ipthailand.go.th/th/patent-006.html"
1656910771,"วิดีโอแนะนำการจดทะเบียนสิ่งบ่งชี้ทางภูมิศาสตร์ : ก...."
1656910841,"วิดีโอแนะนำการจดทะเบียนสิ่งบ่งชี้ทางภูมิศาสตร์ : ก...."
1656911103,"สามารถดูรายละเอียดได้ที่ : http://www.ipthailand.g...."
1656911186,"วิดีโอแนะนำการจัดทำระบบควบคุมคุณภาพและขั้นตอนการขอ...."
1656911310,"สามารถดูรายละเอียดและตัวอย่างการกรอกแบบฟอร์มขึ้นทะ...."
1656911383,"https://bit.ly/38ylh0M"
1656911445,"http://www.ipthailand.go.th/th/%E0%B8%95%E0%B8%B1%...."
1656915118,"ข่าวประจำวัน และข้อเท็จจริงต่างๆที่มีลักษณะเป็นเพี...."
1656915141,"ภาพพิมพ์ จัดเป็นผลงานลิขสิทธิ์ประเภทศิลปกรรม  (จิต...."
1656923184,"ใช่ ต้องเป็นผู้มีสิทธิขอขึ้นทะเบียนสิ่งบ่งชี้ทางภู...."
1656923311,"ในกรณีที่จะต้องส่งเอกสารเป็นภาษาต่างประเทศ ให้ผู้ย...."
1656923678,"กฎกระทรวงกำหนดรายชื่อประเภทสินค้าเฉพาะอย่างและกำหน...."
1656923778,"เกี่ยวข้องกับการยื่นคำขอขึ้นทะเบียนสิ่งบ่งชี้ทางภู...."
1656923834,"1        บัตรประจำตัวประชาชน หรือบัตรประจำตัวอื่นท...."
1656923969,"ต้องใช้หนังสือรับรองนิติบุคคลที่ออกให้ไม่เกิน 6 เด...."
1656924109,"จะต้องใช้ภาพถ่ายแผนที่แสดงขอบเขตพื้นที่ของแหล่งภูม...."
1656992762,"หากต้องการติดต่อเจ้าหน้าที่ รบกวนกด \"ติดต่อเจ้าหน้...."
1657007831,"สายด่วนกรมทรัพย์สินทางปัญญา โทร. 1368 โทรศัพท์ 02...."
1657014652,"ให้ระบุว่าเป็นเจ้าของลิขสิทธิ์โดยวิธีใด  เช่น  เป็...."
1657015867,"1. ทางโทรศัพท์สายด่วน 1368 2. ทางโทรศัพท์ 0-2547-4...."
1657081861,"เครื่องหมายการค้า หรือ เครื่องหมายบริการ ที่ใช้โดย...."
1657091146,"“เครื่องหมายการค้า (Trademark)” เป็นทรัพย์สินทางปั...."
1657091186,"(เหมือนกัน) ในแง่ของการคุ้มครองลักษณะองค์ประกอบ คุ...."
1657091296,"“เครื่องหมายการค้า (Trademark)” เป็นทรัพย์สินทางปั...."
1657091329,"เงื่อนไขการให้สิทธิออกแบบผลิตภัณฑ์ใหม่เพื่ออุตสาหก...."
1657091374,"การประดิษฐ์ไม่สามารถขอรับสิทธิบัตรได้ 1.จุลชีพและส...."
1657091671,"ข้อถือสิทธิ เป็นส่วนสำคัญของคำขอรับสิทธิบัตรที่ผู้...."
1657091800,"สิทธิบัตรการประดิษฐ์ ปกป้องการประดิษฐ์ที่มีการใช้ง...."
1657091822,"เครื่องหมายการค้า มีทั้งหมด 5 ประเภท...."
1657091864,"อนุสิทธิบัตรปกป้อง การประดิษฐ์ที่มีการใช้งานหรือมี...."
1657094231,"สามารถดูรายละเอียดได้ที่ : https://ipthailand.go.t...."
1657094548,"สามารถดูรายละเอียดได้ที่ : https://ipthailand.go.t...."
1657094649,"2 หลักเกณฑ์ในการขอรับอนุสิทธิบัตร: ใหม่ สิ่งประดิษ...."
1657118911,"เครื่องหมายที่ใช้กับสินค้า เพื่อให้ผู้บริโภคจดจำหร...."
1657118955,"เครื่องหมายที่ใช้กับบริการ เพื่อให้ผู้บริโภคจดจำหร...."
1657119043,"เครื่องหมายที่เจ้าของออกให้ เพื่อรับรองสินค้าหรือบ...."
1657167414,"สามารถดูรายละเอียดเพิ่มเติมได้ที่ : https://rcsee....."
1657167535,"1. ไปที่หน้าเว็บไซต์กรมฯ http://www.ipthailand.go....."
1657167739,"ผู้ขอรับบริการสามารถเลือกช่องทางการยืนยันตัวตนได้ด...."
1657167837,"1. ไปที่หน้าเว็บไซต์กรมฯ http://www.ipthailand.go....."
1657167974,"ในกรณีเจ้าของ User มีการเปลี่ยนชื่อ สามารถทำได้ดัง...."
1657168031,"ไม่มีตัวอย่างการการกรอกแบบฟอร์มออนไลน์ครับ...."
1657168050,"ไม่มีตัวอย่างการการกรอกแบบฟอร์มออนไลน์...."
1657168142,"สามารถตรวจสอบข้อมูลได้ที่ http://www.ipthailand.go...."
1657168172,"กรมทรัพย์สินทางปัญญา กระทรวงพาณิชย์ หรือสำนักงานพา...."
1657168406,"กรมทรัพย์สินทางปัญญา กระทรวงพาณิชย์ 563 ถนนนนทบุรี...."
1657168442,"เตรียมแบบคำขอและเอกสารหลักฐานต่างๆ ตามลิงก์ https:...."
1657168519,"สามารถกรอกแบบคำขอและเอกสารประกอบส่งไปรษณีย์ประเภทล...."
1657168549,"https://patentsearch.ipthailand.go.th/DIP2013/comp...."
1657168698,"การประกาศโฆษณาคำขอสิทธิบัตรการประดิษฐ์มีระยะเวลา 9...."
1657168731,"ศึกษาขั้นตอนการยื่นคำขอสิทธิบัตรในต่างประเทศผ่านระ...."
1657168767,"สนธิสัญญาความร่วมมือด้านสิทธิบัตร หรือ Patent Coop...."
1657168802,"ตัวแทนสิทธิบัตร คือ ผู้ที่ได้รับมอบอำนาจให้กระทำกา...."
1657168803,"ตัวแทนสิทธิบัตร คือ ผู้ที่ได้รับมอบอำนาจให้กระทำกา...."
1657168821,"สามารถตรวจสอบข้อมูลได้ที่ https://patentsearch.ipt...."
1657168864,"ค่าธรรมเนียมยื่นคำขอรับสิทธิบัตรการประดิษฐ์ ฉบับละ...."
1657168888,"ค่าธรรมเนียมยื่นคำขอรับสิทธิบัตรการออกแบบผลิตภัณฑ์...."
1657169143,"ค่าธรรมเนียมการประกาศโฆษณาคำขอรับสิทธิบัตรฉบับละ 2...."
1657169207,"ค่าธรรมเนียมคำอุทธรณ์ฉบับละ 500 บาท...."
1657169228,"เสียค่าธรรมเนียม ดูรายละเอียดได้ที่ https://www.ip...."
1657169307,"“การประกาศโฆษณา” เป็นขั้นตอนหนึ่งในกระบวนการจดทะเบ...."
1657169345,"ตรวจสอบหนังสือสำคัญแสดงการจดทะเบียนสิทธิบัตรรูปแบบ...."
